date,name,review
1 November 2021,Panama IT Pros, Very helpfull app...great job!
1 November 2021,conner roberts," I hate school, but on the teaxhers side of things, it works really well for a mobile app."
1 November 2021,Zada Parks, I love doing my work from home
1 November 2021,Cameron Lauck, I like this app because it's very fun
1 November 2021,Taylor Pickett Stokes, Nice
1 November 2021,Manuel Alvarez, Pretty dope.
31 October 2021,Kamara McIntosh, @ u.a.g.c. so yay me .
31 October 2021,Raymond Grymko, Great online class app.
31 October 2021,Gerardo Hurtado, Makes turning in assignments thru your phone super easy. Able to check and plan my days and weeks.
30 October 2021,Michael Faurestal, Great app
30 October 2021,Joshua Brian," Good system, can always use improvements"
30 October 2021,Oscar Eduardo Graos Garnique, Amazing
30 October 2021,Wyatt DeMeyer, Good stuff
30 October 2021,Gabriella AyukTakem, Great
29 October 2021,Daniel Sollerkvist, Enkelt och effektivt.
29 October 2021,Mireli Scott, Always a great provider! Best for online courses.
29 October 2021,Sid, great app
29 October 2021,Bxlistik eXe, I can easily keep track of my grades and it's really reliable and quick 5 stars
29 October 2021,Eric T, Does what the desktop site does. Nothing more nothing less
29 October 2021,Erica Willis, Great!!!!!
29 October 2021,Kathryn Roman, I love being able to check my grades so easily
29 October 2021,attila geiger, good app
29 October 2021,Johanna Sotero, I love this app it makes everything so much more easy and you can check your grades!
29 October 2021,Barbara Hines, Easy to use.
29 October 2021,Salvana Savaya, It is a good app.
29 October 2021,John Tingley, User friendly.
29 October 2021,Gary Mackelprang, Useful tool in times of plague
29 October 2021,Kyle Martin, Works like it should
28 October 2021,Mautassim Khan, My uni forced me to give this rating
28 October 2021,Joseph Tamarez, Dope app
28 October 2021,Nathaniel Thomsen," School, the usual"
28 October 2021,Lisa Wiese, I love this app because we can communicate and it has lots of different from features you can do with your class mates but it does have a few glitches I can't get my bookshelf to work.
27 October 2021,Diego Moctezuma, Reminds me of everything I have to do
27 October 2021,Lolatre01, It's a good app nothing much more to say
27 October 2021,Melida Nartinez, 💘 it's the best for me and the teacher
27 October 2021,Camilo Herrera, It works great
27 October 2021,Milsa Ordonez, good
27 October 2021,Tucker Allman, Good for students
26 October 2021,Renato Bettini," It is really useful, because it is a faster way to reach the Module and easy to understand the mechanisms."
26 October 2021,Tamara fletcher," Very easy to use and it's also a great way to hand in assignments, receive assignments, and to upload files into your account. I love that it's a free app, and it's very convenient."
26 October 2021,Leyli Metiyeva, Perfect
26 October 2021,Delima GODSWAY RAPP, Very good
26 October 2021,Lila Flora, I love this
26 October 2021,Lia Almaraz, This app helps me be organized and on task with any work that is given to us. It has a calendar and an inbox so I can keep track and also email teachers for help. Its helped me a lot through this past year and it's a good resource for school activities.
26 October 2021,Michael Mears, Great app!
26 October 2021,Cesar Rivas, Excellent
26 October 2021,Tr0oublez Blah, I can do my homework on my cell. Literally anywhere. I have no reason not to completely my assignments now ....
26 October 2021,Tiffany McCormack, Easy to use and very convenient
26 October 2021,Vusimuzi Buthelezi, It's very well done
26 October 2021,Dante Garcia, as much as I hate school this makes it easier to navigate
26 October 2021,Nicholas Kraskey, So far so good no complaints
25 October 2021,Carolyn Marsh," Exceptional, very user friendly and convenient!"
25 October 2021,Barisoma Jack Dominic, So easy to navigate
25 October 2021,Michael Mueller, I am a student from SCC who uses canvas 2021*
25 October 2021,Verronica Ortega, For all your schooling needs.
25 October 2021,Alicia Landen," There's nothing quite like Canvas on my laptop, but I can access my lessons fine on the app on my phone, which is what I need."
24 October 2021,Joseph Miller, Going great so far. Easy to navigate and find what I need to do. Keep up the good job
24 October 2021,Fraidy Wurzberger, This app organizes the mushy brain of a college student!
24 October 2021,Melody Castellanos, Good
24 October 2021,Nezter, Smooth n Steady!
24 October 2021,Oggar Folasayo, Best part of my classes thank you
23 October 2021,Kevin Talmadge, Easy to load and use
23 October 2021,David Cohen, Solid app
23 October 2021,Sterling Ballard, Very convenient and easy to navigate! Also does not crash and am able to view and download documents as if I were on my computer
23 October 2021,Rebecca Tanner, This app makes doing my homework and keeping in touch with my professors so much easier. It's mobile friendly so I can do my assignments anytime.
23 October 2021,leah isaac, Amazing
23 October 2021,lil Augie, Great!
23 October 2021,Jose Gonzalez, Very useful. Self-explanitory.
23 October 2021,Tyler Blevins, Great tool for students!!
22 October 2021,Turtle Squad, This app loads very fast and it's so much easier to submit work instead on submitting it on a computer
22 October 2021,Alesha Bailey," So far so good, this is our 1st year using and I like it."
22 October 2021,uchechukwu onyejimbe, Very good application
22 October 2021,sallyJohn kimani, Great features.Easy to follow
22 October 2021,Firnila, It has a few limitations when compared to the website but the app is intuitive and responsive!
22 October 2021,Macy Norris, Has everything Canvas would have on a computer! Great app! Definitely recommend it! ☺️
22 October 2021,Abiodun Adewuyi, Excellent app for academic course content management
22 October 2021,Wael Zakria, Perfect platform
22 October 2021,Anthony Laurenti, I couldn't take classes without it.
22 October 2021,Nomonde Mabuza, It's been great
22 October 2021,كنتم خير أمة أخرجت للناس, Great teacher great app
22 October 2021,the sneezing Steve, Good but hard to use
21 October 2021,Melantha Morgan, Great app! Absolutely love the flash cards!
21 October 2021,Melissa Pablo, Really good
21 October 2021,Christopher McClain, Wonderful experience using Canvas Student App
21 October 2021,Chase Turner, Good for school
21 October 2021,Kithghenda Exeavia, The app is excellent
21 October 2021,Content Creator, Such a great apk
21 October 2021,Fernando De Jesus, Best app ever.
21 October 2021,Sabrina Mota, Great app!
21 October 2021,Abdelali Semhal, Excellent
21 October 2021,Barbara Davis, Useful app for doing class work on the road
21 October 2021,Vicky Donelson," This app is so useful, I recommend it to anyone"
21 October 2021,Chris Collamore, works decent
21 October 2021,Edwin Mbolela, Perfect app
20 October 2021,ZE Atkinson, Hard to edit work within canvas. It should be more synchronize with word document.
20 October 2021,Samuel Edet, Easy to navigate
20 October 2021,flitzie angel, easy way to access my student portal....
20 October 2021,Mehriddin Nuriddinov, Great
20 October 2021,Sanket, Good
20 October 2021,Paiton Murray, Had to get it for school Pretty handy when home schooling
20 October 2021,lokendra pundir, Well curated interface...
20 October 2021,Billy Schaich, Pretty close to the desktop experience
20 October 2021,Md Najmul Islam, Its a great tool!
20 October 2021,Katelyn Henneman," Overall great! I use the app when I'm at work or just need to look something up for class really quick, and I've never had any issues. Uploading homework assignments is also really easy and convenient. Love this app!"
20 October 2021,Banajie Artis, Convenient and helps my children maintain good grades.
20 October 2021,daniel diaz, Great support and features
20 October 2021,Kimberly Dunn, Easy access and easy use.
19 October 2021,Vincent Gavin, Easy to operate and maneuver around.
19 October 2021,Eliane Quintiliano, Works well
19 October 2021,Yadira Martinez, Easy to navigate.
19 October 2021,Raul Ceballos, GREAT
19 October 2021,Alexander Lee, smoother than the website
19 October 2021,cooking with redneck lucas, It sucks that it's for school but it easy to use
19 October 2021,Maureen N Mangava, Good
19 October 2021,Jana Harris, Very easy to use and manage if I'm not near my laptop at the time.
19 October 2021,Colae Swenson, Easy to use after just a little bit
19 October 2021,Christian Duncan, This app has helped me manage all of the assignments I have had for my courses. It is easy to navigate and is convenient for checking my grades without logging into my school's website.
19 October 2021,German Perez, It's so good and usefull to my child.
19 October 2021,Abigail Medina, Great
19 October 2021,Brandy Vanis, Good to see your child's work and make sure there is no missing assignments.
19 October 2021,Erica Williams, Love the app
19 October 2021,Jaylan Myers, Great.
18 October 2021,Myrtle Bloxham, It has made it easy to find what I need to be doing. I love this program.
18 October 2021,Jaliya Bailey, Really good for school
18 October 2021,Jesse Pickens, Good.
18 October 2021,Reb Par, Works perfect
18 October 2021,Pearl Asencio, Easy to use! Great for communication! Keeps me on track in school! Allows me to do work on my phone.. I can't imagine it getting any better 🤗
18 October 2021,Jonathon Williams, Great👍
18 October 2021,araceli cortez," This app has been reliable for my classes, that require a platform like this. It keeps grades, tell you about assignments and calendar reminders. It's great."
18 October 2021,Melisha Watt, My kids have been using this for a while now and they think its an amazing school app for learning. They are currently doing online classes and its a big help for the teachers and students.
18 October 2021,Stan Owens, Does the job easy to use
18 October 2021,Nina Ford, I'm really glad I have this app to easily access my grades without the hassle o logging on to my computer. I also live that their aren't any ads
18 October 2021,Marc Antoine Jacques, Very good
18 October 2021,Fanmeme Igwele, Excellent
17 October 2021,Ali Mahdi, Best. I like this app
17 October 2021,Maombi Nyrabavakore, Amazing
17 October 2021,Savanna Devault, This app is awesome
17 October 2021,Francisco Miguel Laguna Jiménez, great
17 October 2021,Clyde Parker, Works great for me
16 October 2021,Practicum Utpl, Good
16 October 2021,LANDRY DALLY, Good application
16 October 2021,Srilekha Kolanakuduru, The best application for learning and education.
16 October 2021,Markian Matveev," Good job, now I can use my phone for homework. Amazing."
16 October 2021,"CAALEM, Esther Rhee, L."," Ang ganda ng app.. kaso parang kapatid ata to ni covid, Daming activities..huhu..ayaw ko naaaaa"
16 October 2021,Kenrick Charles, 👍
16 October 2021,Kennedy Martin, Lit
15 October 2021,Victor Nweze, Good to go
15 October 2021,Rhusty Sambile, Mahirap yung quiz
15 October 2021,Dion John, Easy to work with
15 October 2021,tw choh, nice view on loading reading materials
15 October 2021,Kimberly Abarca, Very easy to use love the app
15 October 2021,Brittany Stamps, Easy to use. Very handy to be able to see my grades and assignments on my phone when I am on the go.
15 October 2021,Kyle Shevela," I'll just come out and say it, this is WAY better than Google Classroom. It's way easier to submit, find missing assignments, and many other things"
15 October 2021,Seth Mccabe, Its not downloading for some reason idk if it's because I'm trying it on my phone
15 October 2021,Renee De La cruz, Awesome for school
14 October 2021,Farideh Douraghy, Good
14 October 2021,Md. Mahmudur Rahman, It’s so good.
14 October 2021,Andrew Carroll, Really handy as a mature student to have everything so easy to find and to load so quick. Found it easier to use the app than desktop
14 October 2021,Felicia Nightly," This is literally an app for school so it's stupid that it's asking me to rate it but fine 5/5, now just let me open my homework with this stupid message asking me to rate. It's fine. It's an app."
14 October 2021,Cherwin quigod, Very Interested
14 October 2021,whispers Everything Anything, Brilliant
14 October 2021,Emilyn Cozzens, Awasome!
14 October 2021,Icie Here, Everything is convenient. Overall experience of this app is good
14 October 2021,A Jones," Great app for submitting homework, discussion posts and checking grades!"
14 October 2021,Danielle Pettit, Very easy to use!
14 October 2021,Fernando Cortez, It's working perfectly (:
14 October 2021,crystal hatfield," Thank you for having this app it makes it so much easier to view my classes. I dont have to look thru tabs or settings, its all right there."
14 October 2021,Gerry Johnson, Greatest
14 October 2021,Kurt Scheidker, app works well and has never failed me.
14 October 2021,FBI Open Up, Does it's job plus it's convenient
13 October 2021,Xola Mdingi, Exceptional
13 October 2021,Daxz Kun, It's a okay app for college
13 October 2021,Jerimiah Tongco, the canvas itself suddenly sign outs the account when connection failed please fix this immediately
13 October 2021,Miracle Chuks, I so much love this app.
13 October 2021,Moape Cokanawai, Best student learning app
13 October 2021,Asena Qoro," I love this app,it's so convenient and easy to use."
13 October 2021,Madyna Majett Inc. Museumof Art - Online Gallery, Great
13 October 2021,Racheal Bencs, Live this app! So convenient!
13 October 2021,Jack Pickett, Works as advertised!
13 October 2021,Vicki Perry, I'm so glad this app exists.
13 October 2021,Chris Bainberg, Good for school
12 October 2021,FITA NISA, Great!!
12 October 2021,Jennifer McHugh, Excellent
12 October 2021,Edwell Kakunguwo, Great 👍
12 October 2021,Justine Paul Petate, Very nice
12 October 2021,Satrrn, For school it's good app allows me to do assignments on the go
12 October 2021,Richard Glover, Great app for on the go.
12 October 2021,Vic and Viv, I use it in school on my School Chromebook
12 October 2021,Jeremy Thompson, GREAT.....👌👌💙💙.........
12 October 2021,Somikazi Chabalala, User friendly and very clear to follow
12 October 2021,Mike Cowan, I love the ease of use
12 October 2021,Endurogistang Biker, Best learning experience i have
12 October 2021,Nichole Sherrie," It is very easy to use, no glitches so far, I'm in week 4 of classes."
11 October 2021,Tinashe Bako, Exceptiona
11 October 2021,Manuela Méndez, Just good
11 October 2021,Aarna G, Great
11 October 2021,Adonis Mediado, Great app to use.
11 October 2021,Nithya Amalraj, Convenient to use. Easy to track progress and navigate through the modules.
11 October 2021,Quirkimy, It's a very good app but it would be nice if this has Dark Mode
11 October 2021,Famil Valiyev, Great!
11 October 2021,Mariana Medina, Nice app
11 October 2021,Karen Whitney," I love using this app, as I can see what is coming up with my next class & assistment. It is very easy to navigate as well."
11 October 2021,Chelsea Maisog," I was struggling last school year because we use different kind of sending works method. But now, canvas always reminding me with what should I do and it's really easy to use."
11 October 2021,Stephanie Hau," So far the app works fine. Does what it is supposed to and allows me to access what I normally on the canvas platform, but now on mobile."
11 October 2021,Hira Ahmad, Nice easy to submit notes 📝👌
11 October 2021,l free, Easy to navigate and use
11 October 2021,Amarachukwu Daniel Agbim, Great service.
10 October 2021,Hazel Navales, Great to use especially in doing modules
10 October 2021,0 0, Seanless. Easy.
10 October 2021,Engr. Benard Ossaianagba, Effectively Efficient
10 October 2021,Germstik Crown, Excellent and simple
10 October 2021,jacinta inyangala, This app is the best
10 October 2021,Leihao Appam, Very good.
10 October 2021,Abraham k Grualee, This one of the very best app I have ever used. I'm impressed and thanks to the family.
10 October 2021,Naomi L, My only complaint is that I'm getting duplicated notifications for whatever reason? Pls fix this
10 October 2021,Pierre B., Quick access to classes @ community college.
9 October 2021,Enoch Jay, Greay app
9 October 2021,Harold Sanchez, Very Useful App.
9 October 2021,Gionmattia Carancini, Really nice app to keep everything in check during my time in UCC. Wish there was something like this in Italy as well.
9 October 2021,Grace Duke, Greatd
9 October 2021,This Guy, Good
8 October 2021,E2 Mila, F for sure without Canvas!
8 October 2021,donald jackson, Excellent
8 October 2021,David Thomas," Excellent app, very mobile friendly"
8 October 2021,Dlamini D Masokela, Good 👍 app
8 October 2021,Natasha Ahye, It's good
8 October 2021,Jolynn luna, The best
8 October 2021,Rebecca Heughins, You're awesome make everything easier because it is so organized I know exactly where to go for everything
8 October 2021,Conner Koenig," This app is a great way to do homework, and turn in your assignments I recommend this app"
8 October 2021,George Njuguna," Great app, kudos"
7 October 2021,Victor Obaro, Good app for now
7 October 2021,Marian, Great experience. I really enjoy the app
7 October 2021,Juwana Tate, I like seeing my grades as soon as I open and it's very user friendly for me.
7 October 2021,Kelly Kelley, I love canvas. As an older college student I found it very easy to navigate and pleasant to use. Very happy with it. :0)
7 October 2021,Govindarasu R, Fast track batch
7 October 2021,Carl, It works that I can tell.
7 October 2021,enrique santos, App works well things are laid out for you
7 October 2021,Samantha Robles, it's so good it helps a lot
7 October 2021,Maynard hancock, Great app I use this often as a student and it is very similar to the lap top version.
7 October 2021,Organic Hobbies, Very helpful when doing class!
7 October 2021,Sam Pearson, No ads
7 October 2021,Windy Toy," User friendly, great for on the go!"
7 October 2021,Dutch Thomas, 100% on point. Although emails are often delayed and recieved after set date on my side but the courses are 100% on point
7 October 2021,Conrad Pruneau," I haven't had many problems. It's slow occasionally, but otherwise, it has behaved itself."
6 October 2021,Chloe Canceran, perfect for online class!
6 October 2021,Lyric Devine, easy
6 October 2021,Injamul Ssrdar, Nice
6 October 2021,Frank Escobar," Great ,I wasn't tech savvy but this is easy to do and understand"
6 October 2021,Tammy Solomon, Excellent performance
6 October 2021,Choyce Mireles, So easy to use
6 October 2021,Cathlena Dennis, Easy access
6 October 2021,Raghava Praneeth, Great experience
6 October 2021,Alex Garcia, Great app
6 October 2021,Jermaine Lake, Very good experience. Smooth and easy to operate
6 October 2021,William Fudge, It helps me with college
5 October 2021,Anja Dekanski, Works much better than the browser version on my phone
5 October 2021,Keshona Smith, Canvas is an awesome third party tool to use outside of etudes. My school is able to use banners for mass publications to its students with just a click of the button. I do wish that canvas make it easier for students to upload their documents sometimes its complicated.
5 October 2021,Kim Painter, Very helpful app
5 October 2021,Raymond Irwin, Good
5 October 2021,Heather Clark, Super easy to navigate and learn.
5 October 2021,Alize Nix, Awesome Sauce!!!!!!!!!!
5 October 2021,Imane Merimi, Excellent app
5 October 2021,kelp help," Help me to keep up with my grades and classes, it's a pretty good application"
5 October 2021,Micah Wilcox, IDK. It gets the job done
5 October 2021,Sterling Travels, I love that I can send in-app messages to faculty and friends
4 October 2021,The Family, Its great
4 October 2021,Abraham smart Tarlue, This app has help me somuch in my online school
4 October 2021,Joe Segovia, The best
4 October 2021,Daniel Stapleton, Very easy to use and very useful in helping me manage my homework
4 October 2021,Afekide Ashanu, Everything you need all in a single location
4 October 2021,Rob Burton, Easy to use
4 October 2021,Quanisha Washington, Relatively helpful I can check my grades anywhere and do my assignments on my tablet or computer.
4 October 2021,Rachel Cherry, Works well for students
3 October 2021,Joel Ramirez, Great app
3 October 2021,Callie Oister, This app is very helpful. The calendar syncs with outlook to stay on track. Very smooth & simple.
3 October 2021,Bud Spencer, Great
3 October 2021,DeVon McIntyre, Very efficient
3 October 2021,Brooklyn Dover," I love being able to log in and have everything for all of my children's classes right at my fingertips. They have everything the kids are learning about and every assignment that is done or needs to be done all right there in the app so I don't have to wonder what they need to do or anything. It's Full ReviewI love being able to log in and have everything for all of my children's classes right at my fingertips. They have everything the kids are learning about and every assignment that is done or needs to be done all right there in the app so I don't have to wonder what they need to do or anything. It's an excellent form of communication between the teachers, students, and the parents. It keeps us all connected. I wouldn't want to try to get by without canvas."
3 October 2021,Pu ma, This is a great tool to learn.
3 October 2021,KrimsonKatt," You basically need it for college and it's well designed, so yeah."
2 October 2021,dave butones, Gooodsssss
2 October 2021,Simran A, Very good app
2 October 2021,pearljoy padillo, Very user friendly. 😍
2 October 2021,Alex Felix, Great!!
2 October 2021,Esha Roy, This is a awesome app for learning .....I love this
2 October 2021,michael wood, Very good app. It's smooth and easy to use.
2 October 2021,Melanie Bishop, so far I've had no problems with this app very easy to use
2 October 2021,Cynthia Fernandez," Amazing app, super easy to navigate, easy to communicate with my instructors & very visually appealing! :)"
2 October 2021,Leslie Vasquez, I can always see what I need to do what's due and easily take pictures for assignments and no adds
2 October 2021,PMHNP-BC, Very uaer friendly
2 October 2021,Monica Falls, It is very useful for school I love it
2 October 2021,EditingStars _, Best app ever
1 October 2021,Gilberto Gomez, its ight
1 October 2021,the ace of millions, Its good for schoolwork in middle school lol
1 October 2021,Kourtney Blackmon-Moorehead, Easy app to understand and your work is timed stamped . And it lets you know what's do and what I need to finish before the due date.
1 October 2021,Adaline Ramaru, Canvas arranges all modules you have. It's epic. It even updates you days before when you have upcoming assignment's due dates.
1 October 2021,Diana Trigg, I love this app it's so convenient for me.
1 October 2021,Srijita Saha, Love it
1 October 2021,Cathy Morris, So far so good...
1 October 2021,Spencer Watkins, Pretty coo
1 October 2021,Lizette Camacho, What a great app! I can easily access my school information without a problem.
1 October 2021,STEPHANIE BUSTAMANTE, Awesome study app
1 October 2021,Sophie Smith, School sucks
1 October 2021,Jorge Angeles, Have used it for so long. Very good app. I recommend it.
1 October 2021,Mark Lozano-Schaff," Works well, even mostly optimized for my galaxy Z fold 3"
1 October 2021,Robin Wilbanks, This app makes it easy to check on discussions and watch my videos for class when I am away from my computer.
30 September 2021,Fred S, Highly functional 🤗
30 September 2021,Savannah Wood, Gooooooood
30 September 2021,Jerry Fitz, Much better than blackboard!
30 September 2021,Stella Nakiyingi, Good
30 September 2021,Lukas Vokrinek, It's concise and works well
30 September 2021,mahmood akhtar, Easy to use and well managed interface
29 September 2021,Arthur O'leary, I really love this application for Houston Community College.
29 September 2021,Cristhian Ramirez, Dope
