date,name,review
16 October 2021,Robbie Kaufman," There is a probelm with this app, especailly when linked to a phone to recieve messages for alerts/announcements. When an alert comes through on a cell phone the banner cannot be expanded, so you can't see what the full anouncement is. On a laptop it may show a new notification bubble over the app iFull ReviewThere is a probelm with this app, especailly when linked to a phone to recieve messages for alerts/announcements. When an alert comes through on a cell phone the banner cannot be expanded, so you can't see what the full anouncement is. On a laptop it may show a new notification bubble over the app icon (only sometimes), but when the app opens there will be no sign of what the notification is, what class it was for, etc. Frustrating when you need to know what's going on in your courses."
15 October 2021,Red," I am so tired of getting signed out all the time. I clicked stay signed in, it signs me out all the time. Also gives me a ton of notifications, but I have friends that haven't gotten a single notification from the app (they have notifications on, I checked.) Would be perfectly fine if these problemsFull ReviewI am so tired of getting signed out all the time. I clicked stay signed in, it signs me out all the time. Also gives me a ton of notifications, but I have friends that haven't gotten a single notification from the app (they have notifications on, I checked.) Would be perfectly fine if these problems were fixed."
14 October 2021,Jaden Woodward, Love ease of access. Please add option to switch to list view. I use the desktop shortcut instead solely for this reason.
13 October 2021,David Brown, Notifications are broken. I get notifications from 2 semesters ago and so I just disabled them all. There's also no way to mark multiple messages as read.
11 October 2021,Karl Walker, There are still small minor bug fixes that should be made.
11 October 2021,Lindsay Wolfgramm," It's fantastic when its working. However, it logs me out often then it's difficult to log in afterwards. I tired resetting my password but during the verification image process, it never loads afterwards."
9 October 2021,Guadalupe Valentin," The calendar doesn't work, that how ik i have hw due really quick instead of clicking thw actual course"
8 October 2021,Jacob Over, Impossible to use on mobile
8 October 2021,Thomas Worrell," How can an app specifically made to help students keep up with their classes, not allow students to view comments on their assignments. It notifies you about comments, but you can't view them in the app! Basically making it useless."
7 October 2021,Luke LaValle," App works ok, but Everytime there is an announcement or anything, I get at least 6 notifications. Very annoying"
7 October 2021,Troy Stever, It works but how the hell are grades not listed by due date? Or anything logical
6 October 2021,Ethan Garcia, It was bad it kept signing me out for the app.
6 October 2021,JAN JERICK Reynon, My other subject are empty
6 October 2021,Harry S," Notifications, Widgets (To Do and Grades) are inconsistent with the app, my To do and grades display nothing to show however when you access the app there are in fact To do items that need to be done."
3 October 2021,Emilio Ernesto Sosa Carrillo, I don't know. But i have to try many time login there to work. For me it just work when I open from Google Play. It just keeps crashing
1 October 2021,Herald, Ang panget ng app na to. Not suitable for students. Masyadong maraming pinapagawa
1 October 2021,Lindsay Black," Half the features are ""Unable to load"""
30 September 2021,Gian Santos, Error sometimes
29 September 2021,Elisabeth Sanchez, No puedo abrir la aplicación desde el icono. Tengo que entrar a la tienda y abrirla.
29 September 2021,Arc _," I received a notification saying my quiz is already graded a few minutes after I just began answering, this resulted me getting a 2.4% mark instead of a perfect since I answered all the questions correctly for 1.4 to 2 hours of solving questions without knowing it was already graded :) thanks a lot"
28 September 2021,John Dupuis, Doesn't differentiate between instructor account and student account. Tons of missing features.
26 September 2021,Xela1500," The only thing wrong with the app is that whenever a new semester starts, it breaks the calendar. Having to reinstall the app fixes it, but it's really annoying that I have to do that."
22 September 2021,Jhacarta Jaranilla," I can't open my account because i forgot my password. I tried to use the option ""forgot password."" Then an email was sent me saying to click here ao I can set my new password, but it just link me to ""log in"" requiring me to put my email and password.. hence, it doesn't help. Please help me retrieve Full ReviewI can't open my account because i forgot my password. I tried to use the option ""forgot password."" Then an email was sent me saying to click here ao I can set my new password, but it just link me to ""log in"" requiring me to put my email and password.. hence, it doesn't help. Please help me retrieve my account. ASAP"
20 September 2021,Paul Kendall, this app sucks
19 September 2021,William Muhlbach," Notifications are not sorted into channels, which makes it difficult to deal with them. The in-app web browser kinda sucks, there should be an option to open links in the device's default browser, like there is in most other apps."
15 September 2021,A Google user, Randomly logged me out without reason!
13 September 2021,Mutoni Shadiah, I cant be able to use my microphone...
12 September 2021,Courtney, Doesn't work as well as it did last semester 🤕
9 September 2021,Kyzia Mae," I wish the to-do list section had a sort by category feature where I can only see the discussions, announcements, or asssignment. The assignments that have no due date do not show up on mobile to-do's. It also doesn't have the preview for every courses on dashboard where I can see if there is a new Full ReviewI wish the to-do list section had a sort by category feature where I can only see the discussions, announcements, or asssignment. The assignments that have no due date do not show up on mobile to-do's. It also doesn't have the preview for every courses on dashboard where I can see if there is a new module or announcement thru the tiny icons. Yes, I can use the browser but for people like me who has a slow device, it is inconvenient. It does not cater to every device and disrupts our workflow."
7 September 2021,Belgica rodriguez, My calendar keeps showing the wrong due dates for assignments. 1 day later. My assignments are due on Saturday at midnight but is showing is due on Sunday at midnight.
7 September 2021,William Gerst," Canvas is quite good when used well by instructors. However, I wish I could remove inactive courses from my favorites, since otherwise it makes the Grades widget practically unusable. I tried making a support ticket about this, and although they responded quickly, their reply was completely unhelpfuFull ReviewCanvas is quite good when used well by instructors. However, I wish I could remove inactive courses from my favorites, since otherwise it makes the Grades widget practically unusable. I tried making a support ticket about this, and although they responded quickly, their reply was completely unhelpful."
7 September 2021,L. C.," Slow, doesnt always work"
2 September 2021,devk singh, very slow using 100 mbps wifi at home using 4g is so slow plz improve
31 August 2021,Princess Snow, Literally can't even find my school!!!!
31 August 2021,Fem Bakugou K.M.Dinsmore, Can't even find my school
30 August 2021,Precious Tsotetsi, This app is good but I can't upload any videos which is so annoying its seems like I'm cheating or choosing assignments.
28 August 2021,Bobby Bobbatunday," Constantly freezes, deletes theaters from my favorite making it impossible to order tickets. I reinstall it every couple of months due to how shoddy it is. Lord knows the inconvenience this latest update will be."
26 August 2021,Aki Fukuzaki," Videos embedded in class modules don't play after update, apart from that, pretty great"
25 August 2021,Shaikh Arfat," Please fix the bug I am facing while opening the app through my home screen.. whenever I try to open it, it doesn't open and takes me to home screen... (User of Redmi Note 5 Pro, India)"
25 August 2021,Jack Matthews," Calendar hasn't loaded for the past year always says ""error loading"""
25 August 2021,White Shadow," App is great. Just one problem. I have the application downloaded on a chromebook and everytime I click on 'load external tool' under a regular assignment. The browser reads 'cannot locate launch request, please try again' Please fix this issue"
25 August 2021,Vinny Cappello, Widgets are broken. They say no items to display when there is actual information that can be displayed.
24 August 2021,mew," its fine, being a student instructed to download the app is not awesome tho."
24 August 2021,Anthony Ramos," I have all my notifications enabled, however, I am not receiving any of them. I enabled them on the app and phone. My phone is a Samsung s20."
23 August 2021,Caven J," I can't login into my account the app, but I can do it online"
22 August 2021,Rebekah McCombs," It worked well when I first began using in June but since the last update, I can no longer open video content and can only open textbook/reading assignments half the time. I know have to use a laptop/desktop to access Canvas so I can't really study on work breaks."
19 August 2021,Ryan Chong," keeps unsyncing from my school. worse, it doesn't seem to want to save. likely a bug but a breaking one at that."
18 August 2021,Autumn Holch, Can not sign in.
16 August 2021,Maka Dolidze, You need to develope the app and make it possible to have two different school accaunts in one app. Not everyone stydies at just one place. Stay updated and think a bit more.
14 August 2021,Ashley Olson," I liked this app last semester. It could be better but I like getting notified when an assignment gets graded or a teacher sends out a message, but after the most recent update I just get an error message every time I click on my college."
11 August 2021,Ernest See," ""Push Notifications Not Registered for This Device"""
9 August 2021,Yuosf Mohammed, its nice and cool but need a high speed Internet to work.
8 August 2021,Duncan Clarke, Fails to launch external tools very often. Have to uninstall and reinstall repeatedly. But my course requires me to use this app so guess I just have to put up with it
6 August 2021,Mark Yumul, I think this app is collecting our personal information.... For some reason whenever i search in google i always see the logo of canvas instead google.
6 August 2021,hehe, each page takes forever to load. every page including start up and all the other menus. a waste of time especially when I am in the rush
6 August 2021,Nana Annan, A major issue for me is the glitchy calender. I am unable to see my assignments on the calendar.
28 July 2021,Stephanie Flores," App works perfectly fine on my iphone, but cant even log on through my tablet despite putting in the same info."
21 July 2021,Melody Fehr," The app works well and is way to use, once I've logged in. However it refuses to allow me to log in, despite having the correct username and password. Also, when I enrolled in a new class, the new class did not show up in the app, only on desktop. Currently very, very, very frustrated with this app."
19 July 2021,Temiloluwa Arinbola, Please I haven't been able to download this app as the download keeps breaking and it's not a network problem.
19 July 2021,rimu, please make avalible for PC's thank you
6 July 2021,Manuel Benavente," Ocasionalmente, desaparecen mis clases del tablero y para que vuelvan a aparecer reinstalo la aplicación"
4 July 2021,KC Na-Cole, Mostly related to the video player which is strictly what i use this app for over the browser app (though checking grades on it is good): No play in background app No speed playback state to remember my preferred speed No auto play
29 June 2021,Michelle Gale, Videos are not able to play through the app (only in web browser and I see no way to open in video in the browser through the app). This is very frustrating when trying to keep up with lectures.
25 June 2021,General Steam, Thanks for making the process of submitting an assignment a major pain! What do you mean I can only sumbit stuff from my phone?!? Why can't I submit from google drive like Desktop?!?
22 June 2021,Missy Tizon," I see notifications that doesn't exist and I don't see the notifications that actually MATTER. I have missed a good chunk of activities because of that. A lot of bugs in this app, people should stick to the desktop version."
21 June 2021,JennAlice W, Calendar not working or loading please fix ASAP
13 June 2021,Danny Boy, Ugh. UI is horrendous...l wouldn't reccomend using this if you have a choice. This app is clunky and really almost unusable compared to the full page on the web. Only use if absolutely necessary.
8 June 2021,Tessa Clark, No matter what wifi or connection I have my classes/app only loads about 40% of the time. I tried deleting the app and redownloading it and it sits there loading forever.
6 June 2021,Draven Crow," It was working great at first. Now in weekly discussions there are no buttons for going directly to your own post, or the top of the page, and no way to edit posts after submitting. Also the widget is completely nonfunctional, if those issues are fixed I would give 5 stars all day..."
1 June 2021,-Weird Alex-, It's informational but the schedule isn't working
30 May 2021,Wanch," It takes a second to load a webpage on my laptop, but a minute on my phone 😡"
29 May 2021,Rana Abdel Latif," Completely unreliable in the samsung app. Doesnt show updated calendars, assignments and to do lists."
27 May 2021,the sadpsycho, You dont wanna know
22 May 2021,DHEERAJ KUMAR B," In my mobile, I am not able to join the conference. I don't know what's the reason. It is not responding while I click the join option in any subject for the past 2 months. Before this, it was working perfectly. So please do the needful."
16 May 2021,Reah Melino, Canvas is useless when uploading mp4 files
14 May 2021,Lee Worley, Hard to navigate
12 May 2021,Calum O Donnell," Notifications are awful. Controlling what notifications I want to get is near impossible. It seems that I can chose between getting almost none at all or getting literally 60 random notifications about activity that occured months ago, which repeat daily :-). This is obviously very frustrating becauFull ReviewNotifications are awful. Controlling what notifications I want to get is near impossible. It seems that I can chose between getting almost none at all or getting literally 60 random notifications about activity that occured months ago, which repeat daily :-). This is obviously very frustrating because important announcements are lost in the sea of discussions board updates from 6 months ago. Please sort this out."
12 May 2021,Grace Wilkins, Its annoying because you can't do any quizzes on the app and you have to sign in every time you want to use it. 🙄
12 May 2021,MiniLobster8350, Crashes need to be improved
11 May 2021,Marcellus Thomas, Freezing when I attempted to upload a pdf from mobile.
9 May 2021,Matthew Guardado, Uh no
7 May 2021,Laura Gonzalez, He estado entregando cosas que me piden y me aparece faltante y últimamente me ha estado dando muchos problemas.
30 April 2021,Vivian Chielo, I can't attend any conference with it
30 April 2021,Austin Palmer, Only actually works half the time. Other times the app is blank.
15 April 2021,Samuel Garrote, good
15 April 2021,I'm Not Here, I like it but it's too much for me to do so I gave it 2 stars (When I mean to much I mean too much Assignments to do)
14 April 2021,James Ream," This app was originally alright at what it's for, completing schoolwork on the go. But it's giving me a lot of trouble lately. The app gets stuck in a refresh loop on the module page of only one of my classes no matter how many times I've tried to fix it. I dont see any reason why it'd do this, but Full ReviewThis app was originally alright at what it's for, completing schoolwork on the go. But it's giving me a lot of trouble lately. The app gets stuck in a refresh loop on the module page of only one of my classes no matter how many times I've tried to fix it. I dont see any reason why it'd do this, but it still happens. I've tried using 3 other mobile devices, that's not the issue. I've also tried updating to the latest version hoping it'd be fixed, and it wasn't."
12 April 2021,Sheena Clairmont, Won't upload attachments for weeks for a few subjects . Gives an error. Now I have missing assignments because of it.
9 April 2021,Carlos Fernandez, Lacks the conveinance of being able to acess links that are in modules. But everything else has worked so far. Unbelievable
9 April 2021,Ayonna Byram," Calendar doesn't work. Like, at all anymore..."
29 March 2021,J.A. Gomez," This app has been great up until now, the past update did something and now it will not open or reinstall on my phone. Otherwise, it's very clean and polished and really comes in handy"
28 March 2021,Meaghan R, Very helpful as a student. Love the widgets. It used to be a 5 but the last few weeks it's had inconsistencies that have caused me to miss tests and assignments. It reflected a due date different from the due date found when logging in directly on my laptop. It also reflected a different time alloweFull ReviewVery helpful as a student. Love the widgets. It used to be a 5 but the last few weeks it's had inconsistencies that have caused me to miss tests and assignments. It reflected a due date different from the due date found when logging in directly on my laptop. It also reflected a different time allowed which caused my quiz to close before finishing. Thankfully the professors have been understanding but I know they're getting frustrated too. I can't always be at my laptop & need this app to work.
28 March 2021,Nathan Cook, It's showing classes I dropped or passed years ago.
26 March 2021,Annalise Blair," Was working great until the 2nd most recent update. But now the calendar doesn't work whatsoever. No matter where I am, what network I'm connected to, or what time of day, I get ""error loading calendar"" and clicking retry doesn't do anything. Please fix this, I used to use the calendar the most."
24 March 2021,Mieshia Wade-King," why is this app not available on my computer? I have a mac pro and a surface pro and both computers dont support the app, the web browser is not convenient and please i would like the option as a student to use the interface offered with the app on my computer so that i can easily submit assignmentsFull Reviewwhy is this app not available on my computer? I have a mac pro and a surface pro and both computers dont support the app, the web browser is not convenient and please i would like the option as a student to use the interface offered with the app on my computer so that i can easily submit assignments and keep track of my classes on a computer instead of the tiny screen my phone offers. Very discouraging in 2021! If you can offer me this i would increase my rating to 5 stars as i use the mobile version frequently but not with satisfaction."
24 March 2021,Andrew Hawkins," This app burned through almost 1.25 GB of mobile data in less than a month, and I have no idea why. People with low data caps had better put it in restricted data mode. Other than that, it does most of what the web version does with the glaring exception of being able to collapse discussion replies.Full ReviewThis app burned through almost 1.25 GB of mobile data in less than a month, and I have no idea why. People with low data caps had better put it in restricted data mode. Other than that, it does most of what the web version does with the glaring exception of being able to collapse discussion replies. Without such a function, it's impossible to navigate long discussions."
23 March 2021,Katlyn Timmons, The app is no longer working properly. It keeps closing out or not responding. This was a very useful app. But for the past 3 days it hasn't worked.
23 March 2021,Ndukebandla Simtholile, This app does not function on my phone it say Canvas student keeps on stopping
23 March 2021,Gabriel Ammirabile, It was working fine and all up until last week. Today I tried to open and the app logo comes on and the app closes. It won't open for anything. I reinstalled and it opened once then it started happening again. Samsung S10
23 March 2021,Kuro Keima," Why is the app force closing, i've been using it since before and now it just keeps closing, i cant open it or submit files i need to submit"
23 March 2021,Kal Ahar, It keeps on crashing everytime I opened it. Please fix it our exams will start tomorrow
23 March 2021,Edith Cataria, Today's update broke the app. It crashes immediately every time now.
23 March 2021,Nickol Driscoll," Cannot open app, it automatically closes. I've cleared cache and still won't work."
22 March 2021,Pepto Bismol," Impossible to access Google docs or spreadsheets from the app. Upon clicking ""launch external tool"" it will show a loading screen indefinitely. Makes it very difficult to access my class schedules as needed when I have to use my laptop instead of my phone."
21 March 2021,Brooke Price, Cant do daily checkpoints
20 March 2021,Abigail Wheeler," Very boring way to do Seminary, this app is decently navigable."
18 March 2021,Jessica Beers," This app is necessary for success in school, but when I go to login it's just a blank page. It's fine on my other phone and my laptop"
17 March 2021,Gabriel Castillo, Widget doesn't work.
16 March 2021,Raven Gale," so many tasks to do, and the notifications are not coming."
15 March 2021,Beverly Hardee, The calendar portion has not worked in months. I always have an error message.
14 March 2021,Ashok Mirpuri," Can't read the content offline, bookmarks aren't synchronised with account so that they can be viewed on my desktop, doesn't keep track of last read location, can't highlight key sentences to aid learning, navigation poor and app clunky to use. As a result unnecessary effort is wasted focusing on usFull ReviewCan't read the content offline, bookmarks aren't synchronised with account so that they can be viewed on my desktop, doesn't keep track of last read location, can't highlight key sentences to aid learning, navigation poor and app clunky to use. As a result unnecessary effort is wasted focusing on using the app instead of the course!"
12 March 2021,Hunter Duralia," The app does not allow for easy access to assignments and the submission process is terrible and takes forever. If you can use a pc for canvas, not the app."
11 March 2021,wakamatsu, cant turn in my assignments
9 March 2021,requiem Hamza Abdallah," IT WONT FREAKING DOWNLOAD 1 💫, it's better on mac or computer, it's not downloading for me in my Samsung GALAXY A01"
8 March 2021,Tracey Haynes, I think all assignments should be listed on the to do list each day. Students should not have to search through canvas to find their assignments. Also students are marked absent if they can't get their assignments to load. Canvas needs some improvements. It would help if the teachers could get on thFull ReviewI think all assignments should be listed on the to do list each day. Students should not have to search through canvas to find their assignments. Also students are marked absent if they can't get their assignments to load. Canvas needs some improvements. It would help if the teachers could get on the same page. They each do things differently and it confuses the students.
8 March 2021,Panda Of Pnada, I overall really enjoy canvas but I really need some way to add a comment on mobile for assignments this is currently a big problem as I can't turn in my online paper assignments with my phone camera but can't comment for help.
5 March 2021,Ravin Brown," Not practical. I can only see my child's QUIZZES. As a parent who is active in my child's academic life it's frustrating that I can see CURRENT and UPCOMING assignments to help keep him on track. I only recently found out from my child that his assignments are actually done on something called ""clasFull ReviewNot practical. I can only see my child's QUIZZES. As a parent who is active in my child's academic life it's frustrating that I can see CURRENT and UPCOMING assignments to help keep him on track. I only recently found out from my child that his assignments are actually done on something called ""class kick""??? Which I knew nothing about. Apparently class kick and canvas go hand in hand. I feel if parents are expected to use these platforms we need ALL PIECES. Not parts. Very frustrating."
4 March 2021,chief 7247, It works sometimes
4 March 2021,Jihad c, Really glitchy and sometimes just does not work
4 March 2021,Martha Gabriela Cabrera Mosqueda, Honestly I used to be able to rely on the app but I have video courses and I haven't been able to go a single WEEK without submission problems and now it won't even let me sign in. Really just considering deleting the app entirely.
2 March 2021,Emily Woodcock, Ever since the uni added a multi factor identifying log in I can't access the app. It doesn't stay logged in at all and if I hit the back button it just boots me off entirely. Not helpful at all.
28 February 2021,Claudette May, It kept on crashing
28 February 2021,Q S, I haven't been able to view my calendar since the first week of the semester Jan 11. I have professors that post assignments the week of the assignment due date do its been real difficult trying to stay updated with an error on my calendar. I've tried deleting and reinstalling the app but it still gFull ReviewI haven't been able to view my calendar since the first week of the semester Jan 11. I have professors that post assignments the week of the assignment due date do its been real difficult trying to stay updated with an error on my calendar. I've tried deleting and reinstalling the app but it still gives a calendar error.
28 February 2021,Anna Lopez, I like the old version better.
26 February 2021,Joshua," The app was surprisingly defective last semester. Both my classes said, N/A the whole semester and I informed the school about it. Sadly nothing was done about it."
23 February 2021,The Clairvoyant," Hey Canvas team! I don't know what is going on with your system right now, but my Canvas app is not working at all! I tried signing in this morning to finish some math homework, but it says I have no courses! Though the website is working!"
22 February 2021,Sabrina Sabrina, My calendar won't load upset about that.
21 February 2021,Luis Salas, When I search for university it just keeps loading and doesn't let me log into my university account. Must be an app issue because I'm not having any data issuez
20 February 2021,Syrup," The app itself is fine, but none of the widgets work for me"
19 February 2021,Heidi, The calendar doesn't work anymore and was very helpful when it did. Fix it please!!
19 February 2021,Robyn Garcia, It would be nice if I could install it on my laptop
17 February 2021,Daniel Gyimesi," Everytime I open a module, a message box keeps popping up saying ""Javascript ""I am an alert box!"""" You can't Close it cause it just pops back up instantly."
15 February 2021,MDZMZM, Doesn't have dark mode
13 February 2021,Matthew Brewer, The mobile app lacks many crucial features necessary for students. It's okay for checking grades and due dates but that's it. You are not able to view instructor comments or feedback on assignments. Additionally the app makes it difficult to open canvas on a web browser instead because it always triFull ReviewThe mobile app lacks many crucial features necessary for students. It's okay for checking grades and due dates but that's it. You are not able to view instructor comments or feedback on assignments. Additionally the app makes it difficult to open canvas on a web browser instead because it always tries to take you to the app. If I wasn't forced to use this for school I definitely wouldn't. I hope these problems are addressed soon.
11 February 2021,Max Scharnhorst," It sort of works, but it really isn't very well designed."
10 February 2021,Joseph storm," So whenever I open up a new assignment it just opens up to my previous assignment. Fix it this is very annoying, and I have to delete this app and reinstall it just to get into the new assignment."
10 February 2021,Micaella Shaine," There is a problem with notifications, it notify too late n worst, there's no notification at all."
9 February 2021,L. Buisman, Why does it log out everytime i close the app?
9 February 2021,Xx_eryn_gacha_0," It was very difficult to use. I tried logging myself in, and it didn't work, so this app: 4/10"
6 February 2021,squidward," I take back 3 out of the 5 stars I gave. I know I just posted a review that says it's a good app but it seriously isn't. There are so many grade glitches and the ""what if"" score generator is complete bogus."
5 February 2021,Explosive Taco, This app needs major optimization. Several of my tests and assignments have been late due to this app.
3 February 2021,Sora Shimizu," When I click on the course on my dashboard, the course doesn't load. All I get is a blank screen."
2 February 2021,Shailey Elkins," I had this app on my phone and it worked fine, but then I uninstalled it and it didn't work. I couldnt log in and I would really like it on my phone. I mean it works well on my computer but not on my phone anymore, kinda confusing..."
1 February 2021,Gulshat Rozyyeva, Some features that should are not there
1 February 2021,Nicky Kelday," Useless app. When I try to open a quiz, it tells me that there are no apps to perform the function."
28 January 2021,GEИESIS, The app is fine. The problem is that the video player is horrible. It takes so long to load and it buffers a lot when video plays. I can assure you that my internet connection is good. Improve the video player.
27 January 2021,v4mp f41ry," I rely on the calendar feature to get my work done. It causes me great anxiety when I can't see everything I have for the day. For the past 2 months my calendar has been non-existent because it always says ""error"". It has been difficult to do my work ever since. PLEASE fix this. Me and a lot of studFull ReviewI rely on the calendar feature to get my work done. It causes me great anxiety when I can't see everything I have for the day. For the past 2 months my calendar has been non-existent because it always says ""error"". It has been difficult to do my work ever since. PLEASE fix this. Me and a lot of student do ALL of our schoolwork on this app since the pandemic. We're already struggling so I can't imagine this helps."
27 January 2021,Hayden Steffee, i just do not like school
26 January 2021,I Don't," One of the most confusing apps I've had to use for school. Every person has their grades and assignments under different tabs and there is just too much going on. The only positive is how easy it is to turn in assignments. Unfortunately, because of how bug-ridden this site is, both teachers and studFull ReviewOne of the most confusing apps I've had to use for school. Every person has their grades and assignments under different tabs and there is just too much going on. The only positive is how easy it is to turn in assignments. Unfortunately, because of how bug-ridden this site is, both teachers and students don't know what they are doing."
26 January 2021,Daan Eldering," The fact that the app wouldn't even remember what university I go to, made me uninstall and continue using the mobile website"
26 January 2021,Alyssa Hebrink, crashes a lot and likes to disappear from my computer
23 January 2021,Peyton Klaus," It sucks a lot, barely reliable. This is coming from a student who is required to use this app daily. I wish for a lot of things in this app. Like organizing courses and a better UI. There is also unnecessary things like the panda avatar and literal color overlay. There is a lot of bugs, from grade Full ReviewIt sucks a lot, barely reliable. This is coming from a student who is required to use this app daily. I wish for a lot of things in this app. Like organizing courses and a better UI. There is also unnecessary things like the panda avatar and literal color overlay. There is a lot of bugs, from grade glitches and not being able to open up important files. My teacher couldn't even open up a literal JPEG on the site. This app sucks, a lot."
21 January 2021,Tariq R, I can't see the messages from preferred courses
20 January 2021,Katherine Manrriquez," Keeps telling me it can't open files that it can open on the web version just fine. It then prompts me to download it to view, which I select download. The file acts like it downloads but when I click to open it, it acts like it never was downloaded."
19 January 2021,C Lo, Calendar does not work on phone app!
19 January 2021,Dakota Puls," I loved this app until the last update! Since then it has not let me access my Calendar, only tells me there was an ""error."" Calendar is the most important part for me, and without access to it then there's pretty much no reason for me to keep Canvas on my phone. Please fix this soon. Mine and many Full ReviewI loved this app until the last update! Since then it has not let me access my Calendar, only tells me there was an ""error."" Calendar is the most important part for me, and without access to it then there's pretty much no reason for me to keep Canvas on my phone. Please fix this soon. Mine and many other students' semester started two weeks ago and I'd like to be able to use the Canvas Calendar feature to keep track of assignment due dates and appropriately schedule my week with coursework."
18 January 2021,GAYATHREE P.G, Good
18 January 2021,Alexis Franco, Calendar still not working
13 January 2021,Chelsea Lewis," This app is really annoying when it isn't on a computer. I always have to delete it to be able to join one of my teachers conference which is frustrating. Then if my teacher needs me to do a flipgrid assignment, the video thing never works. It is mostly anything video or conferencing, this app doesnFull ReviewThis app is really annoying when it isn't on a computer. I always have to delete it to be able to join one of my teachers conference which is frustrating. Then if my teacher needs me to do a flipgrid assignment, the video thing never works. It is mostly anything video or conferencing, this app doesn't work usually."
10 January 2021,Katherine Anne Lim, there are a lot of bugs. i can't view the announcements and i wish it has dark mode
9 January 2021,Gaurav Dixit, Barely does job
8 January 2021,Aesthetic Shorts, I wish this was set up so that every teacher had the same organized modules.
7 January 2021,baked potato, Its better on computer
5 January 2021,Breonna Lee, I dont like school
