date,name,review
30 October 2021,stereo community council, DO NOT DOWNLOAD THIS APP EVEN IF YOU ARE IN SCHOOL THIS APP WILL HACK YOUR PHONE YOUR TEACHER WILL BE ABLE TO LOOK AT ALL YOUR BROWSER SHUT YOUR BROWSER DOWN WHEN THEY WANT TO AND EVEN LOOK ON YOUR SCREEN WHEN YOU'RE NOT EVEN ON THEIR APP THEY ALSO UPLOAD YOUR THIRD PARTY INFORMATION AND THEY'RE SELFull ReviewDO NOT DOWNLOAD THIS APP EVEN IF YOU ARE IN SCHOOL THIS APP WILL HACK YOUR PHONE YOUR TEACHER WILL BE ABLE TO LOOK AT ALL YOUR BROWSER SHUT YOUR BROWSER DOWN WHEN THEY WANT TO AND EVEN LOOK ON YOUR SCREEN WHEN YOU'RE NOT EVEN ON THEIR APP THEY ALSO UPLOAD YOUR THIRD PARTY INFORMATION AND THEY'RE SELLING YOUR INFORMATION BE VERY CAREFUL WITH THIS APP EVEN THOSE CONNECTED TO YOUR SCHOOL they are literally hacking your phone there's a lawsuit of Stanford versus them look it up they're being sued
29 October 2021,Ima furry owo uwu, Why does it log me out and I can't log back in
29 October 2021,Swatantra Naskar," Helpless experience! If logged out by any mishap, you will struggle and die to log back in. Probably you will miss your assignment due date. The password reset page or whatever it is, it doesn't work. The password reset page looks like the login page so it is confusing."
29 October 2021,Robin D'Oyen," Nonintuitive, difficult to use, and clunky. Half functional calendar that hasn't been fixed in weeks. Not sure why so many colleges use this. I've given a star because at least it starts."
29 October 2021,Kory," Man, esko uses this and uts honestly really annoying plus you shouldn't need wifi for it"
27 October 2021,Pimped Frog, This app is dogshit I hate the interface it is also very buggy
27 October 2021,Abraham Suarez, Can't open any files like IOS
27 October 2021,Schwar Yamaro, Tangina ang bobo ng canvas
27 October 2021,Henry Songkit, No recordings to download
27 October 2021,сука Haw, Slow and a pain to use even with fast internet
27 October 2021,Lautaro Colazo, The performance is very poor.
27 October 2021,Kevin Burnett, Boring
27 October 2021,Donka, Didn't let me log in at all.
26 October 2021,Pooja Lakshmi.T, I don't like due date
26 October 2021,puneet jain, Disgusting :'(
26 October 2021,Lhaiza Visitacion," I don't like this app, too much activities"
26 October 2021,Taylor Thornton," For every single notification, I get a duplicate. It is so, so incredibly annoying. I am tired of using this app. You all need to fix this bug."
26 October 2021,Jay Gudger, Currently logs me out and won't log back in
25 October 2021,Orion hopton, Bad
24 October 2021,Lyndsey Wolfe," My calendar feature hasn't worked in months but no one I know is having issues with theirs. Mine says ""There was an error loading your calendar"" with a ""Retry"" button but it doesn't matter how many times I retry, it doesn't work. The To-do list feature works but I hate that, I want my calendar back.Full ReviewMy calendar feature hasn't worked in months but no one I know is having issues with theirs. Mine says ""There was an error loading your calendar"" with a ""Retry"" button but it doesn't matter how many times I retry, it doesn't work. The To-do list feature works but I hate that, I want my calendar back. I've even tried uninstalling and reinstalling the app and nothing works. Also, a really smart feature to have would be the ability to set reminders or notifications for upcoming calendar due dates."
24 October 2021,Farjana Tabassum Shejuty, In one word it's the worst😑
24 October 2021,Nathan O'Connor," It glitches and will not let me submit images in quizzes. It will not even let me open one quiz on the app. I tried the web version, and it works."
23 October 2021,Sheikh Mahir Hasnan Mim, It's too much confusing and disorganized app.
23 October 2021,Cristiano Dos Santos, App opens but it won't allow me to log into my school's platform. I emailed customer support for assistance and never heard back from anyone. I need the app for school work and can't use it at all.
23 October 2021,Rio Sendo Cajilig, Poor quality
23 October 2021,Victor Saussey, Crashes on launch. Broken.
23 October 2021,Gato," Very laggy and broken,grades dont match from my computer"
23 October 2021,Jorey Facer, It is making me rate it
22 October 2021,Naviaidii S, Can't open my university account. Doesn't even load in any websites 🙂
22 October 2021,Jamaicca Ticag, Bug.
22 October 2021,Kyle Parsotan, CAN NOT SIGN INTO MY UNIVERSITY'S ACCOUNT. GET AN ERROR FOR ANY KIND OF COLLEGE I SEARCH. I searched the school it is working on other device not his one.
21 October 2021,User 1, I can't access my quizzes. I can't upload documents to lecturers. I contacted canvas student help centre but I didn't get my issues fixed. How do I use canvas student as a student if I can't do my quizzes and exams. Terrible app.
21 October 2021,Raungel Yubos," I can't access my activities sometimes when I get answered my modules. Plss, fix your system"
21 October 2021,Noel Bark, would write 0 stars if i could. why is my school randomly not accessible through the app? makes no sense.
20 October 2021,chicken duck, I am a student and this is stupid
19 October 2021,jerald wilfred," I have difficulty every time I used it. I was little bit sad because I loss my one of my subjects in School activity. Please do something better for the user of this, especially the students in University."
19 October 2021,Sean Moewes, Won't let me sign in or reset password
19 October 2021,Brody peake, this sucks google classroom is better
18 October 2021,Life with bestfreinds la gang, It sucks like it has to many bugs and this and that
18 October 2021,Wolf, The canvas app with give you a option to rate it out of five stars after a while. If you choose one star then it will freeze up and not let you submit it. I know it wasn't a one time thing because that happened to me five times and 3 of those times I was on different devices.
18 October 2021,Vanessa Glaser, it keeps logging me out😡
17 October 2021,Brandon O'Toole," I have to log in every time I open the app. Also, it seems the android ""back"" action signs me out if my account. This is a very common action for me, so I find myself logging in multiple times per session. In the end I uninstalled because the web version is easier. The layout is also a little confusFull ReviewI have to log in every time I open the app. Also, it seems the android ""back"" action signs me out if my account. This is a very common action for me, so I find myself logging in multiple times per session. In the end I uninstalled because the web version is easier. The layout is also a little confusing and does not match the website (yet they state ""seamless"" integration)."
17 October 2021,Esther Buchi," It keeps logging me out, what is the point of a Mobile app when i have to log in every time!! And even when you try to login, there is always an error message like session timeout even if you just started typing your details, it's irritating"
16 October 2021,Luz Angélica Hernández, Is just a webview. You can go to the website by the browser and get the same experience.
16 October 2021,Antonio Miguel Bilbao, Only opens first time after installation. Then it does not work anymore. Kindly help!
16 October 2021,Lauren James," App will not upload video files. I have tried multiple times and it records just fine but when hitting the check mark it gives an unknown error. Very inconvenient for those who don't have webcam access. Also cannot view grade comments on the app, always have to go to the canvas site through a desktoFull ReviewApp will not upload video files. I have tried multiple times and it records just fine but when hitting the check mark it gives an unknown error. Very inconvenient for those who don't have webcam access. Also cannot view grade comments on the app, always have to go to the canvas site through a desktop browser, also very inconvenient."
16 October 2021,Preston Pennington, I can't get in
15 October 2021,Hazel Mae Veraque," It's not working properly. I am having a hard time logging in on the app and when I'm already logged in and if I viewed the modules of different subjects, it crashed. Sometimes, it logged out automatically without notice."
15 October 2021,Ego Sum, server issue in the middle of class just wow
14 October 2021,Ally Haw, It will not let me into the app. I keep getting an error.
14 October 2021,Charlotte Canlas, CANVAS NYO BULOK!! Kahirap na nga ng mga pinaaaralan sumama pa tong apps na to...
14 October 2021,Ran Ni, Doesnt have a group feature
14 October 2021,MurDaniel, Please limit our activities
13 October 2021,Noir Rulo, I hate to this app
13 October 2021,Rafael Calata, My canvas up suddenly crash after opening the app. Nothing changes even I clear the background.
13 October 2021,Bella Gospodar Gospodar, I hate it. It is very laggy and hardly shows anything I post. NOT WORTH THE STORAGE
13 October 2021,Jc Esteban, Assignment tab doesn't open anymore
13 October 2021,Anthony Bull, Horrible app!
13 October 2021,Theresa Ware, What let me sign in at all
12 October 2021,Maxwell Briggs," My only complaint about this masterpiece is that my mom is starting to get really pissed about how much I'm playing it. I haven't done my homework since 8th grade, mainly because I'm far too busy with this game's astonishing ad-free gaming experience. It even has a thriving and considerably accessibFull ReviewMy only complaint about this masterpiece is that my mom is starting to get really pissed about how much I'm playing it. I haven't done my homework since 8th grade, mainly because I'm far too busy with this game's astonishing ad-free gaming experience. It even has a thriving and considerably accessible community. You should play this game before it gets too popular and toxic (and before your dad blocks it from your phone). Best addiction I've ever had though. 2 outa 17."
12 October 2021,gouni lakshmi kanth, This app is not working properly every I need to reinstall it and again install and the connection is also not good
12 October 2021,JokersPLAYING, Trash this app so many bugs
12 October 2021,Jordan Kaster," It's for school, wouldn't recommend..."
11 October 2021,Mark De la Cruz," I don't know how this app work to some, but for me and to my classmate it's a useless app can't even access and create an account it affects us because our instructor use this a a platform for our exams and can only open on website. In which there are instances that it will automatically reload and Full ReviewI don't know how this app work to some, but for me and to my classmate it's a useless app can't even access and create an account it affects us because our instructor use this a a platform for our exams and can only open on website. In which there are instances that it will automatically reload and cannot retake the exam anymore. Anyhow 1 star for me🙂"
11 October 2021,Frog, APP IS BAD IT SHOULD BE TAKEN DOWN
11 October 2021,Ravi Chauhan, Bad application ever
9 October 2021,Gorecha Ravi, Whenever i open the app the app is directly shutdown I am using redmi not 5 pro Please solve the problem as soon as possible
9 October 2021,HoneyBee, HELP!!! It logged me out and everytime I try and log in it just stays blank at the laccd login😒☹
8 October 2021,Astro, I HATE canvas
7 October 2021,Twinkie, School
7 October 2021,Cαρρy, Google Classroom is much better than this utter trash :(
7 October 2021,Faik Khan," not comfortable to use, limited options & hard to understand every option."
7 October 2021,BiGG_ShadeZ, Useless app. Canvas er mayrebaap
7 October 2021,Ervie Alborote," canvas nyo bulok, kahit tama yung answer minamali, sure akong perfect ang score ko tapos makikita kong 32/50?"
7 October 2021,Kazi Ridoy, Most disgusting interface ever..
7 October 2021,Ryan Murrell, Widgets do not work. The app is fine but the widgets don't function at all.
7 October 2021,Rezwan Obayed Nishan, Faltu apps .. ay bal tar jonno Online semester ta onek pera hoye jasse ..
6 October 2021,Kanisetti Umalaxmi123, Very waste
6 October 2021,Nicholas Negron, School bad
6 October 2021,My Locker, How to do cheating in canvas?
6 October 2021,Vijay Shinde," App runs fine until first login on my android 9. After closing and restarting, it starts crashing... Please check"
6 October 2021,Kristen Hatton, Terrible
6 October 2021,Parker L. PierceGLenn, helps me do school - _-
5 October 2021,ZethGaming TV ❶," whenever i submit my work, it always says submission failed"
5 October 2021,༻Inari credle༺, I can't log in or find my school. Yay. 🙄
5 October 2021,Johnrich Tolentino," no other comments but please, improve more so that the correct answer will not be wronged using this application"
5 October 2021,Tyler Sampson," Pictures fail to submit, all the time. All of the time."
5 October 2021,ShahMahbood, Doesn’t open. Crashes everytime
4 October 2021,derpking, Keeps logging me out of my account
4 October 2021,Lloyd Christian Porlaje," My account constantly logging out,I don't know what's the problem,and then my teacher got mad at me cause I can't access my account.It's very hard to log in cause it's constantly said my username or password is incorrect but I entered the correct one"
4 October 2021,Chris Mccarty, I hate it
4 October 2021,Hestia Louisse, 1 star lang dami kami assignment. Paki limit po ang task sa isang araw ampt.
3 October 2021,Phillip J. M., Can't get it to work on Windows Pro 7
3 October 2021,"BARTOLATA, RYAN JOSHUA", I can't login and too long loading
3 October 2021,Ian Whitlock, Trash
2 October 2021,Watchanan Chantapakul," Couldn't use it at all. When I opened it, it automatically closed without any notice."
2 October 2021,Mockedarche, Annoying notification bug. So simply put if you open the app when you're losing signal it will log you out. You then log back in and it works annoying as all hell it would be nice if it just said it wasn't connected like every other app. The bigger issue is each time you do this it adds an additionaFull ReviewAnnoying notification bug. So simply put if you open the app when you're losing signal it will log you out. You then log back in and it works annoying as all hell it would be nice if it just said it wasn't connected like every other app. The bigger issue is each time you do this it adds an additional notification each time you would normally receive one. I started receiving 7 for every single normal one. Massive bugs that need to be addressed as its seriously annoying.
1 October 2021,Justine Cecilia," hindi maganda service ng app na to, nagugulat na lang ako pag binubuksan ko to andami ng activity/homework. we're human not robot. Adjust adjust din pag may time since ayaw mag-adjust ng mga prof ko ems hehehe"
1 October 2021,Amira Feleo, Doesn't notify me when the deadline is near and the activities just keep coming
1 October 2021,Ronel Sy, pangit ng app na to di nauubos yung activites. sana malagyan ng limit
1 October 2021,Selman Yasir Sezgin," Not like mobile web, doesn't even show the class video, trash"
1 October 2021,allergic todust, THERE SHOULD BE AN ATTENTION POP UP WINDOW WHEN YOU CLICK THE SUBMIT QUIZ IF YOU STILL HAVE REMAINING QUESTIONS. I THINK NEXT QUESTION BUTTON AND SUBMIT QUIZ ARE TOO CLOSE TO EACH OTHER. ACCIDENTS CAN HAPPEN!
30 September 2021,Evelyn Lemay," i wont let me open my modules, please fix"
30 September 2021,Candybar121," The ""remember me for 30 days"" option really means ""remember me for 30 minutes"""
30 September 2021,Vincent Baluyut, Pag bukas ko may assignment lagi
30 September 2021,Anne Tricia Francisco," one star lang kasi kada open ko palaging nadadagdagan yung activity , quiz , assignment imbis na mabawasan pakiaayos naman po."
30 September 2021,MRNOOBIE 25, The current meta is extremely unbalanced. They spam tacticals all over the place.
30 September 2021,Gugu ?," Hindi po nauubusan Ng gawain sa ""to do"" list."
30 September 2021,Keith Alzate," panget, dami laging assessment pagbinubuksan ko. Pakiayos pls"
30 September 2021,Al Christian Roche, Way gamit inyong confetti2 kay wa ko malipay
29 September 2021,Hilary Hall, This app doesn't save login info. I have to type in each time and only displays web version not app version of Canvas
29 September 2021,Sarah Dodds, It sucks cock
29 September 2021,Rutvik Pathak, Worst app ever
29 September 2021,Oliver Searles, Garbage
29 September 2021,Cheyanne boyer, I couldnt sign in to it but I was able to do it on my computer
28 September 2021,Michael H. Seo, Videos doesnt play in android
28 September 2021,joseph haskell, Prepare for duplicate notifications of every small thing that goes on in this app. Every time you open a notification it will give you an error saying it can't be displayed. Pressing the back button will more than likely exit the entire app than take you back one page. Covid rushed streaming apps haFull ReviewPrepare for duplicate notifications of every small thing that goes on in this app. Every time you open a notification it will give you an error saying it can't be displayed. Pressing the back button will more than likely exit the entire app than take you back one page. Covid rushed streaming apps have more functionality than this app. Whatever college grad made this their senior project obviously cheated on their exams.
28 September 2021,J T Thompson," I hate Canvas, only because it represents school, which I hate... The app has nothing to do with it, but because it's connected to school, it's right in the line of fire, so.... Yeah"
28 September 2021,Dominique Beerbower," Can't even log in. Find my school, click on it, blank page! Useless app! Constantly crashes/doesn't work. Makes school/work frustrating and forces make-up work/classes due it's unreliability!"
28 September 2021,John Cena, I have so many missing asignments because i cant find the submit button
28 September 2021,Jessica Calderon, Started getting duplicate notifications and I'm sometimes being logged out. I've tried reinstalling/restart and it doesnt seem to work.
27 September 2021,jenna," I would always need to search my school, i didn't even logged it out. Annoying"
27 September 2021,Cbro79, I hate school
27 September 2021,Tiffany Workman, Ugh I can't even get the app to let me log in. I have Uninstalled and reinstalled numerous times. This is very frustrating
27 September 2021,JOSEPH JR. TORREGOZA, Having troubles logging in to my account
26 September 2021,Virany Leng, reason for my depression
26 September 2021,Alexander Peliño, This app is really bad it always refreshes up and I always have to request my password because even if I do know my password it is still rejected. But I can't unuse it because it is required for our subject and major at that!!!
26 September 2021,Erika Tampus, I already reset my password again and again still I cannot log in.
25 September 2021,Kirsten Reasons, Please fix calendar 📅
25 September 2021,Victoria Straughter," He keep logging me out, then when I log back in and get a notification, I get notified from all the other times I logged in 🥴🥴🥴🥴, so frustrating, why do it keep logging me out"
25 September 2021,Raul Silva," Horrible, on the phone is good, but every week or two canvas will make Google Chrome crash. I can't upload anything literally if I try to paste a document it will crash. Thanks for getting my grades lower."
23 September 2021,Nexus, I have redownloaded this multiple times but every time I do It wont let me press on the school that I want
23 September 2021,Sapphire C," Apparently my rating was deleted. The app didnt work. I would get error messages when before I never had that issue. Canvas replied and said it's a configuration issue and to contact my school. Canvas works on my computer, so is it the school or the app?"
23 September 2021,jhoyannah carlos," Why is it so hard to log in my gmail? Everytime i log in, the app always says that my gmail and password is not match WHEN IT IS!!!!! SO FRUSTRATING ESPECIALLY WHEN I HAD TO TAKE A QUIZ AND THE APP IS NOT COOPERATIVE!"
23 September 2021,Mc Lovin, I never get notified for anything
23 September 2021,Jaiden E, Bad
23 September 2021,Kym Woodburn, Logs you out and won't let you log back in
23 September 2021,E E," Changed the calendar, now can't see a whole month at a time. Idk who thought that was a good idea"
23 September 2021,Taco Man, Runs terrible
22 September 2021,ッfisky, this app gave me depression. (and wont let me log in)
22 September 2021,Dyeb, It isn't working if I'm not using WiFi.
22 September 2021,Dhana Acedilla, It doesn't open after i downloaded it!!
22 September 2021,Ryan Grosser, The app crashes and it doesn't save my place when I leave the app. It's quite terrible
22 September 2021,Joe Snett," Keeps getting worse with every update, can't even log in now."
22 September 2021,Nassar Taleb, Very slow and a lot of issues
20 September 2021,Alexis Schwartz, Won't even open past the school page
20 September 2021,Ryan Jay Francisco, Baba ng grades ko.
20 September 2021,Damian C, Couldn't find my school.
19 September 2021,Kishan Patel, It won't let me login to my school. It just gives me a black white screen.
18 September 2021,lauren charis," crashes constantly. literally every time i open it once, it crashes the next time i try to open it, so i have to uninstall/reinstall it every single time i want to open the app. it also has a way less readable and more confusing format than the webpage."
18 September 2021,Lily Price, It just stopped working. I tried reinstalling it and restarting my phone but it refused to let me do literally anything. It is just a white screen.
18 September 2021,Santiago Intriago, Keeps sending me double notifications
18 September 2021,Jet Fighter Green, I keep getting multiple notifications of the same thing and it's annoying.
17 September 2021,live life to the fullest 13, Will not allow me to log into canvas at all it was great till now
17 September 2021,Chris Henfield, I don't like school 😠
17 September 2021,charleslouie delacruz, Full of bugs never download it
17 September 2021,Yefang, Cant even get the quizs to open.
16 September 2021,Leslie Golas, Doesn't work for my school
15 September 2021,Luh Ty, I accidentally logged out of my account and it says that my page can not be found
15 September 2021,Ariane Kwin Buates, Very poor service
15 September 2021,Ur Mom, i gave this 1 star because its a school app
15 September 2021,knight panda06, My school is using it and I don't like it
14 September 2021,Valeria Lino, Impossible to log in. Too frustrating
14 September 2021,the happiest Corner in YouTube 7, Yuck
14 September 2021,Junio Jean, bulok
14 September 2021,kieanne yzah deloso, App uses too much mobile data even just by scrollin through some tasks.
13 September 2021,Aimee Mcgregor," I had the app, was working perfectly fine until i tried to watch a video my lecturer gave me, the app ketp kicking me out"
13 September 2021,A," My daughter despises this app and i don't blame her. Reinventing systems that work better and are already out there (and selling it to schools) Clumsy, overly busy interface, awkward and unintuitive. NIGHTMARE Google classroom, 1000 times better."
13 September 2021,Don Yuhasz," It's 11 pm and I've received 15+ notifications in the last hour because every time a assignment is created or changed in the slightest, regardless how far in the future I need to be notified. However I've never once been notified of an encroaching deadline or opening of a major assignment."
12 September 2021,Joshua Benjamin Billano," I need this app since this is the one, our school uses. I cant even log in to my school. How am I supposed to use this if this app automatically crashes all the time!"
11 September 2021,Adriana Bon," I downloaded this app in order to access my college courses on my phone. However, every time I rotate my screen, it automatically prompts me to sign in. Also, almost all of the documents and slides I need to access are incredibly glitchy. I tried looking at a PowerPoint slide, and it refused to openFull ReviewI downloaded this app in order to access my college courses on my phone. However, every time I rotate my screen, it automatically prompts me to sign in. Also, almost all of the documents and slides I need to access are incredibly glitchy. I tried looking at a PowerPoint slide, and it refused to open up full screen. Do not reccomend this app!"
11 September 2021,Hunter Hicks, Dogshit
10 September 2021,nicolai wilkins, I was told if any app gets to 1 star the app will be removed soo..
10 September 2021,Yaboi_Editz, Italy's outdoor
10 September 2021,Winston Camacho, My assignment submission keeps failing despite having strong internet connection. Submission works only on web and not on mobile app.
10 September 2021,Melissa Melchert," Doest work, things go missing all the time. Screen shot everything."
10 September 2021,Lily O'Connor, Not working anymore
10 September 2021,Jose Hernandez, I cant login or find my school so I can't even use the app. This started about 5 days ago so now I can't check or use canvas on my phone.
9 September 2021,Ryen A, There's a new problem every week
