date,name,review
23 September 2021,Jessi Reynolds," Pretty easy to navigate and get to my important stuff so far. I think it would be cool if it had a ""slide to see schedule"" so you could quickly see your class schedule. Sometimes getting to see your class schedule takes a lot of steps and it would be nice to just be able to see it without having to Full ReviewPretty easy to navigate and get to my important stuff so far. I think it would be cool if it had a ""slide to see schedule"" so you could quickly see your class schedule. Sometimes getting to see your class schedule takes a lot of steps and it would be nice to just be able to see it without having to login and jump through hoops. Just a suggestion... Overall, keep up the great work!"
22 September 2021,Lex Icon," could use more polish, but essential to my success in school"
22 September 2021,K Payne, Great to use for when you are on the go. Although some features are not the same as if you were online on a web browser.
22 September 2021,Giuseppe DeFazio, Good for school notifications. Not missing any dye dates
21 September 2021,Lucia Šikulová," The app works surprisingly well, including as much of the web interface as possible even on smartphone screens. However, it is missing the groups section under people quite acutely, especially since because of corona a lot of important information about class attendance possibilities is there. I canFull ReviewThe app works surprisingly well, including as much of the web interface as possible even on smartphone screens. However, it is missing the groups section under people quite acutely, especially since because of corona a lot of important information about class attendance possibilities is there. I cannot think of anything else that should be fixed, I hope sometime soon this can happen :)"
20 September 2021,Marco Rodas," Great as you get info faster than traditional (1995ish) method. Still, info only as good as what's input and updated. Maybe I'm spoiled but I want to see my assignments graded in 4 days or less. Yes, everyone is busy and yes, have to be patient. Blame Amazon, I guess."
20 September 2021,Joe Braun," Does everything essential, but misses some fringe marks. This app is the go-to choice for using canvas on mobile. Animations are smooth, things are well placed, and the only overall UX detractor is lack of a dark mode. That said, some small features available on the web app are not present in this vFull ReviewDoes everything essential, but misses some fringe marks. This app is the go-to choice for using canvas on mobile. Animations are smooth, things are well placed, and the only overall UX detractor is lack of a dark mode. That said, some small features available on the web app are not present in this version. Future enrollments, for example, are not visible under ""All Courses."" A student might mistake this oversight as failure to enroll on their part and cause unnecessary panic."
19 September 2021,Alyssa Cuesta," Great app! Just like the website, but my calendar always reads ERROR and I am unable to access the calendar! :/"
19 September 2021,•Ghouly Gacha•, Why I need this? I don't know. My school sucks.
18 September 2021,rasam zamani, Some features doesn't work in the app
18 September 2021,Aviance Collins, Downloading Canvas is not the best. It is better if I go through my school to Canvas. The actual app has a few problems but it is manageable.
17 September 2021,NightWolf787, Good for school but can be a but slow
17 September 2021,Matteo Núñez," Good app, I would like to have the same features I have on PC"
15 September 2021,CCaffie, it'd be nice to have an option to submit camera pictures as pdfs
14 September 2021,Ivana Lozano, I used canvas for school. It comes in handy when you are out and you can check tour grades. Especially if you have an art class you submit your work in.
13 September 2021,jules-ferry toussom kameni, Very helpful and easy for sending homeworks.
12 September 2021,Edward Loboda," Can't access groups thru the app, otherwise it is great 👍"
11 September 2021,Parmesan Glitter, It's an app for school and stuff. It's good
10 September 2021,Sara Cruz, Makes doing homework easy
9 September 2021,Iaine-Zachery Richardson, Could give it a five star if the widgets all worked. Grades and To Do don't work.
9 September 2021,TO's Ha, Very nice considering that I don't use it often. It's great for getting work done
8 September 2021,Neon Link plasma, This is very nice app but it freezers when i do my assignments please fix.
8 September 2021,JotGaming, Works well.
7 September 2021,cece, It works i just didn't get it working bc for like 2 whole weeks bc the app was malfunctioning 🤡
3 September 2021,Ethan Matzdorf," Pretty good. Does glitch up sometimes with submissions and viewing documents, but overall a solid app for what it is. It's certainly the best school-resource app that I have used as a student."
3 September 2021,Theresa Vasquez, I am doing well with the canvas I can turn this into my teachers
2 September 2021,SoLZ 2 .0, I can't change my password but it's cool
2 September 2021,akhlaq khan, Great 👍
31 August 2021,janet njambi, Very convenient and easy to use.
31 August 2021,Aldrin Lloyd Tanda Eduvane, The best
30 August 2021,Billy Smith," Good app, if I could make a suggestion it would be extremely handy to receive a notification when an assignment has been marked/commented on so you don't have to hunt through all your work to find out which requires more work or responding to your training supervisor."
25 August 2021,kiwi Randoms, Great for school a lil different from going in through vportal tho so be prepared for that otherwise no complaints it's just as easy to use
25 August 2021,Mathew Alcober, The app is good but there are some things that should be polished. The BBB should be optimized such that it should be a mobile friendly video calling platform. The app itself should have an option for dark mode.
25 August 2021,James Chin, Good
24 August 2021,Chiedza Dziruni, Pretty good
23 August 2021,Brady Harrison," As much as I hate the feeling of notifications about missing assignments, I have to say that it does a really nice job of reworking the pc website to fit mobile."
23 August 2021,Marc Hills, The refresh button on the widgets do not work.
22 August 2021,Duncan Johnson," I like being able to check assignments and messages from my teachers and this is generally a good app. I wish that there was a month view in the calendar tab like there is on the webpage, because it's confusing to try and check all of my school work by the day that the assignments are due."
19 August 2021,R Davis, Easy to use... My only complaint is there is a class from spring 2021 that I can't remove from my app. That really bothers me...
19 August 2021,Shane McLaughlin, I really love this app and all it has to offer. Have found it extremely helpful when I don't have access to my desktop. The only complaint I have is that you can't change the timezone. I attend school online that is in a different state and am 3 hours ahead of them. That makes the calender on my phoFull ReviewI really love this app and all it has to offer. Have found it extremely helpful when I don't have access to my desktop. The only complaint I have is that you can't change the timezone. I attend school online that is in a different state and am 3 hours ahead of them. That makes the calender on my phone say I have something due on a Wednesday when it is really due on Tuesday night. I know this seems minor but it would be really cool if it could be changed on the app.
18 August 2021,Kymani Islam, Gud
17 August 2021,Nike Pérez, Genial
17 August 2021,Mayank Singh, Great
11 August 2021,Jaquelyn Miranda-rivera, This app has helped me alot with school and i hope it helps you to it doesnt contain ads or any interuptions during your classes. It will tell you if your missing something or if there is a zoom on. I hope you enjoy this app thanks for reading byeee
6 August 2021,Eugenia Pietsukh, Great app to have everything you need for your study on the go!
6 August 2021,R S," The app is good, but I am highly bothered by the fact that there is no dark mode feature. On Android 11, it's possible to force dark mode through developer options, but for Android 8 devices there seems to be no easy way to do it. Please add a dark mode feature (and preferrably a black one for AMOLEFull ReviewThe app is good, but I am highly bothered by the fact that there is no dark mode feature. On Android 11, it's possible to force dark mode through developer options, but for Android 8 devices there seems to be no easy way to do it. Please add a dark mode feature (and preferrably a black one for AMOLED screens). Thank you so much for developing this app."
6 August 2021,Amber, Very helpful for keeping track of my course work and grades when away from my computer. Runs smoothly and I haven't had any issues yet.
5 August 2021,Felicia Henley, Great for checking in but discussions posts cannot be edited nor can groups be seen.
3 August 2021,Arnold Dickens Joseph, Reliable
30 July 2021,Ashley McBride, This app is a great way to stay current with discussions and announcements for school.
29 July 2021,Jacob D, Great app as a student. Only issue I have is once courses are finished you're unable to remove them from your widget dashboard which causes it to become clustered with classes I'm no longer enrolled in
29 July 2021,Jacqueline Jauregui," Get in contact with professors, have grades and assignments visible when graded and assigned. Upcoming events on calendar and reminders can be set along with a to do list for missed assignments. It is very handy!!"
28 July 2021,Christopher Segovia, Works pretty well. Can't watch video lectures which is a bit obnoxious but otherwise easy to use
25 July 2021,Solatasi, Easy to use
20 July 2021,Daniel James, Great app - NEEDS dark mode please! Then it would be 5 stars.
19 July 2021,Kaitlyn," Amazing for school, I use it all the time."
14 July 2021,crystal jackson, Nice app could use additional options in the app
14 July 2021,Bonita EnRose, Easy to Navigate
13 July 2021,Wendell Joseph Macalam," I want to change my password, I forgot :("
12 July 2021,lesegothesage, Convenient
12 July 2021,Ola Kadiri, Excellent
8 July 2021,Roshini Ramesh, Good for students
6 July 2021,Duane Reno, Great for my daughter
1 July 2021,Larissa Mae Buslig Bakiadan," Need to reset my password, send help! Emergency!"
1 July 2021,ebony brown," Great way for me to access my classes, work and grades."
28 June 2021,Andrea Sikra," I had a bit of a problem uploading audio files when I wasn't recording them directly from the app, but I'm not really sure if that was my fault, my phone's fault, or the apps fault, saved to MP3 file and a couple other types of file and still couldn't get it to upload. Other than that, this app is gFull ReviewI had a bit of a problem uploading audio files when I wasn't recording them directly from the app, but I'm not really sure if that was my fault, my phone's fault, or the apps fault, saved to MP3 file and a couple other types of file and still couldn't get it to upload. Other than that, this app is great!"
27 June 2021,Torra Williams, I love seeing my grades highlighted especially when it's between the 80% and the 90%.
26 June 2021,Eniwoke Cornelius," It would be nice if you can make the user preview a submission (pdf, txt, docx) before he or she submits a file."
22 June 2021,Steve Baughman," Generally works well, but one super annoying issue: When clicking on an email notification to another student's response (to a discussion post), it doesn't take you to the specific post location, but rather puts you at the top of THAT discussion post without auto-scrolling to the specific spot; thusFull ReviewGenerally works well, but one super annoying issue: When clicking on an email notification to another student's response (to a discussion post), it doesn't take you to the specific post location, but rather puts you at the top of THAT discussion post without auto-scrolling to the specific spot; thus, it makes you hunt needlessly."
20 June 2021,Seth Harris, Works
18 June 2021,NAMAN SHARMA, In this app i can see my online class do quiz.so i like this app.
18 June 2021,jennifer Cory, Some features that are available on the desktop version are not available on the app.
17 June 2021,Reyshel Vidal, 👍🏿👍🏿👍🏿👍🏿
16 June 2021,N River," This app is bug-ridden, but the UI is awesome, probably because it's built with Flutter. When sending an inbox message, putting the app in the background resets the message. Links aren't automatically recognized. Google Docs LTI opens in a weird shrunken down desktop view in a web view that's impossFull ReviewThis app is bug-ridden, but the UI is awesome, probably because it's built with Flutter. When sending an inbox message, putting the app in the background resets the message. Links aren't automatically recognized. Google Docs LTI opens in a weird shrunken down desktop view in a web view that's impossible to use without clicking on the ever so intuitive tiny blue text at the top left and choosing to open in the docs app. Functionality-wise, there's nothing to improve."
15 June 2021,Omkar Chavan, Over All Nice App... Sry but interface of app means logo of app like Corona virus🦠😷 so plz change over all other functions of app very good 👍
12 June 2021,Angelica Tonog, Cant find quizzes
11 June 2021,Mrs Spooky1," It is hard to get used to, but at least I will be able to get updates on ur school work."
10 June 2021,B0nfire_157, It is alot easier to go on the app then to search it up and I suggest it to people who go onto Canvas alot but I cant seem to make a bookmark and they don't have ads so that is also amazing.
10 June 2021,José Roberto, Só falta a opção de download para ver aulas offline
9 June 2021,A human Being," Easy to use, but dashboard does not put everything up so always always check your calendar before assuming you've got no work. Or depending on how much your teacher hates your existence you might have to go into their modules."
8 June 2021,Rachel Brown, Too complicated to navigate.
7 June 2021,Jared Daniel Recomendable, Good and speedy experience to use. Would have preferred if tablet layout is available for Chrome OS and Android tablets.
3 June 2021,Perplexive," Very easy to use, but please show undated assignments directly on the calendar, at least when they will be unavailable. It is annoying that there are no emails and notifications regarding undated quizzes, and then a few days later I receive a notification from a teacher. But the rest is good."
3 June 2021,E&A Stardust," does most things very well. It would be good if there were more special characters for math. Also, why not allow emojis and discussion and messaging system?"
1 June 2021,Ann, It's interactive indeed but please can you add a feature where students are not allowed to screenshot any exam/quiz content? Thank you.
30 May 2021,Prince Kelechi, Good
29 May 2021,Lakeia Comer, I appreciate this app overall. It allows me to stay up to date on my assignments and schedule changes.
29 May 2021,Clone Trooper 08, Okay so this app is good for viewing assignments and submitting videos but I wish it let you see teacher feedback. I just honestly like my web version better on my laptop.
29 May 2021,Precious Paradzai, Excellent
27 May 2021,abhyudaya aware, Really a cool app And a good one for students Teachers should teach through this one
26 May 2021,tlaury1911, It's ok
26 May 2021,Lone Wolf," Great app. I can access my courses from anywhere, at any time. Accessing my reading material as well would make it even better."
24 May 2021,Nancy Zuccarelli," It's a great tool! I wish every teacher in my college used it, so we can complete all our work in one location. One request I have on the app. is that you give me the opportunity to reorder things that are due and also check off things that are done somehow."
23 May 2021,deathmetalreject," Can canvas add a edit mode when you submit assignments? Instead of unsubmitting the whole assignment you should edit it while its submitted because I was re reading an homework I did and It autocorrected an word to ""fart"" and now I can't change it because the assignment was locked."
21 May 2021,Barcode," I've been using thus app for a little over 2 years, Overall it's a great app but it takes forever for my dashboard to load. Then, my teacher wants my to share a screen shot but I can't because it says "" You have exceeded your file storage quota"" please fix that I can upload any files to my teatchersFull ReviewI've been using thus app for a little over 2 years, Overall it's a great app but it takes forever for my dashboard to load. Then, my teacher wants my to share a screen shot but I can't because it says "" You have exceeded your file storage quota"" please fix that I can upload any files to my teatchers through inbox and I can't even change my profile photo 😭."
21 May 2021,Punith V H, Good
20 May 2021,JOSE OCHOA, The professors' comments on the assignments are not visible on the app. Everything else is koo
19 May 2021,Kathum abbass, There is a university called Technology of University in Baghdad.They have stolen the rights of your app and are using it to teach and this is unforgivable. You should hold them accountable.
18 May 2021,Syan Castro, I cant login and I have to use this for my classes
15 May 2021,Alva Shwetha Shivaprasad," Used by teachers for posting works such as assignments ,question papers, reference pdfs ,etc."
13 May 2021,Abigail Owusu, Very simple and easy to use
12 May 2021,ciecee slaughter, Online version is better..
11 May 2021,Serena Palomino, Other then a few uploading issues this app was so great was able do keep track and to all my assignments on time 😁💯
11 May 2021,JenJen VSRMS, It helps me with school and stuff but i need to report a glitch (please fix!) Whenever i try to launch a tool or something it starts glitching out at first i didnt mind but it is starting to make me fail a lot of assignments but great app though
10 May 2021,Dotun Adeniji," Great interface, very easy to use. Would love if files can be downloaded from the app to device for future studies though."
10 May 2021,rosherette," - The laptop browser version is much better than this mobile app version because it fully shows you the list of things to do (some things don't show up on the app but you can see it on when checking on browser). The app is only better for receiving notifications. But nonetheless, both versions are eFull Review- The laptop browser version is much better than this mobile app version because it fully shows you the list of things to do (some things don't show up on the app but you can see it on when checking on browser). The app is only better for receiving notifications. But nonetheless, both versions are easy to navigate, visually pleasing, and helpful in my studies."
9 May 2021,Mr. Waffles, Its aight
8 May 2021,shin, I used this app for 6 months before I got to 2nd semester 4th quarter all my courses dissapeared and whenever I tried to access my settings it would keep showing me an error screen. Other than that as my only issue the mobile app is better than the desktop on web browser because if it actually showsFull ReviewI used this app for 6 months before I got to 2nd semester 4th quarter all my courses dissapeared and whenever I tried to access my settings it would keep showing me an error screen. Other than that as my only issue the mobile app is better than the desktop on web browser because if it actually shows your courses it tells you your grade on the dashboard and all the assignments you have.
8 May 2021,foxyson1234 golden, I would give it 5 stars but the app is having trouble with submitting work and several other people in my class and we are having trouble plz try and fix this i want to get a better grade before the summer.
6 May 2021,Goku," It is a very good app for completing schoolwork. Although everytime i try to go on my dashboard, it will load so long that would give up. And when I try to go to To Do page it still takes long, nothing was wrong with it, I just woke up trying to complete schoolwork, And it just loads, I asked my teaFull ReviewIt is a very good app for completing schoolwork. Although everytime i try to go on my dashboard, it will load so long that would give up. And when I try to go to To Do page it still takes long, nothing was wrong with it, I just woke up trying to complete schoolwork, And it just loads, I asked my teacher for help and it didn't help either. So know I have to use my computer to do it. Or the teacher can send a pic of everything of the schoolwork, to complete, please, becareful when doing schoolwor"
6 May 2021,Bupe Kaoma, Good app
5 May 2021,Osborn Selasie Kagson, Great App!
5 May 2021,Blake Early," Add predictive text when searching for schools and that will make it perfect. Also, Dad push notifications every time a grade is updated"
4 May 2021,Olivia Vasquez, I'm only knocking off a star for this app because whenever I open it I get so anxious about my grades and assignments.
3 May 2021,v," it's gooood, but dark mode please?"
3 May 2021,David Johnson, Works great
1 May 2021,Cristian Lagunas, Can't share my pdfs to canvas assignments.
1 May 2021,Aurora LaFore, Reliable but please include points in the grade section. Some of my professors don't grade by %.
1 May 2021,James Adesina, Good but i need a join code
30 April 2021,Keinedrian Hogan, Sometimes it has it's problems
29 April 2021,Ashley Diggs, I love this app to check on my assignments and grades.
28 April 2021,Emily Anderson," There are certain things you can do with your course on your phone such as the daily checkpoints, watch videos from the discussion page or other places, view annoucements, view your to do list, see your grades, and look at comments from your instructor. Pretty much the rest you must do on a laptop oFull ReviewThere are certain things you can do with your course on your phone such as the daily checkpoints, watch videos from the discussion page or other places, view annoucements, view your to do list, see your grades, and look at comments from your instructor. Pretty much the rest you must do on a laptop or computer or they won't go through to your instructor to be graded."
28 April 2021,willzfx, I get to my conference on time. I know my assignments. But everyone else who has this app. Gets notifications. I'm just confused why I dont.
27 April 2021,RelishAndOrangeJuice," never had an issue with it, though i do hope that the to do list widget would get fixed"
25 April 2021,Kitty juju," Its fine, but sometimes the assignement wont submit, and you have to refresh."
25 April 2021,Byron C, Not bad
24 April 2021,Keke Deering," Really love canvas, I appreciate the app so much but I wish that the app had a dark mode that came with it."
23 April 2021,Scott Ripberger, To-Do List widget only updates by date and not by getting things turned in.
22 April 2021,Higher, School is bad😩🤓📚📝
22 April 2021,SetSB," good, but i dont wanna do my homework nor does it look good at all"
22 April 2021,Adelee Bahe, The mobile app is hard to navigate
20 April 2021,Valerie, Great app! But I wish I didn't have to always find my campus.
20 April 2021,Suveer Kumar, Good enough
20 April 2021,Dan Nichols, In general pretty good but has some issues with loading the calendar and submission files.
20 April 2021,Trisha Crossman, Never really have had issues with the Canvas app and I have been using about 1 1/2 years. It comes with it's flaws but I mostly use it to check grades or work that still needs done. Discussions are a pain but again I use my laptop for that kind of stuff so it automatically saves just in case.
18 April 2021,Megan Thomas, If you get the events to be editable from a mobile I will update to 5 stars! =) I see an email to the devs.
17 April 2021,Sean Cheshire," Nice, but can't set time zone. School is 1 hour behind, so all deadlines shift a day"
17 April 2021,Rin Toledo, Its good.
16 April 2021,b, I love it for doing schoolwork but it has to be set up properly but otherwise than that its a excellent homeschooling app
16 April 2021,Merina Liu, Getting better :)
15 April 2021,Jason Williams, Good so far
15 April 2021,Daniel Evans, It does what it needs to do.
11 April 2021,Neil Macko Reducindo, I hope we can use the chat tab on our mobile phones using the app and we do not need to go to safari/browser to open it.
11 April 2021,Bec Douglas, Easy to use & I love being able to access pretty much all uni course content through this app. I use it daily. Some stuff like videos and discussion boards don't load tho.
9 April 2021,Jehan Villarreal," Very LITE experince, however that's expected for a mobile version"
7 April 2021,Nathan Santiago, It is good but i hope you add in a save before exiting in modules. Cause sometimes i switch between modules
7 April 2021,Amanda Fitzgerald, This help my work
6 April 2021,Elizabeth Madden," Although I think it's great that you have made they/them pronouns available, please add more pronouns. For example she/they or he/they. Not everyone uses or is comfortable with one type."
5 April 2021,Kelly Saucier, Convenient but needs notes and other func to work in app.
4 April 2021,Jay Dee," It closes unexpectedly at times, and does not function quite as smooth as it would if I were to be logged in online. Works great otherwise."
3 April 2021,yolanda garcia," It is great. But can someone please fix the not appearing messages from my friends? Even when I put for notification, my friend's message doesn't appear! Can you guys also fix the Avatar profile? Because sometimes my profile mixes with other profiles of my friends. Still, it is a great app that anybFull ReviewIt is great. But can someone please fix the not appearing messages from my friends? Even when I put for notification, my friend's message doesn't appear! Can you guys also fix the Avatar profile? Because sometimes my profile mixes with other profiles of my friends. Still, it is a great app that anybody can use. Just fix those two problems. Thanks. 😉"
2 April 2021,Sizwe Khomo, Optional
31 March 2021,Alvaro, This app is great. The only peoblem is that you can't add more than one school. I have my college logged in but I'm taking other courses and I can't do it all in the same app! Besides that it's fantastic
30 March 2021,Abhijeet singh, Best app
30 March 2021,austin gabhart, Good usability. Layout can be confusing at first. Calendar and updating/notification definitely have some bugs to iron out. Really should implement a dark theme. The blue and white scheme is a real retina killer.
28 March 2021,Jessica Fernandez," I would give a 5 but my calendar does not work anymore, even after updating the app."
27 March 2021,Onke Zenzwa, The App is very great in most of the time but there are times when it won't allow me to submit my school work.
25 March 2021,Sheila Cartagena, Thank u so much. The app is doing fine now. Thank u for fixing. I was able to use it during our exam awhile ago. Ur a life saver. Good job
24 March 2021,mauï, app is still crashing after the new update (since March 23). it just crashes when i open it. PLS FIX THIS EDIT (March 24): apparently android is causing the crashes. just needed to update the system WebView. overall the app's fine lol sorry for blaming it on y'all ✌
23 March 2021,Steven West," I love how the app let's me make my own profile picture. I let's me change the color of my classes and put nicknames on them. It's an app for school but it's still good. Pne of the big things though that I dont like is when I'm taking a test or practice test, if the teacher put the wrong answer on tFull ReviewI love how the app let's me make my own profile picture. I let's me change the color of my classes and put nicknames on them. It's an app for school but it's still good. Pne of the big things though that I dont like is when I'm taking a test or practice test, if the teacher put the wrong answer on the test it wont change when they change it during the test. You have to get off and get on, and it's hard to do that when you only have one attempt. After that though, the app is great!"
23 March 2021,Angela Mosley, It is easy to move around.
22 March 2021,Bluefox 186, Good
22 March 2021,Komori Ousawa, Ehh its Allright
21 March 2021,Sneha Yadav, Nice experience with this application
20 March 2021,Simon," Most of it is great, but I want the function to search for groups and people"
20 March 2021,Alley C," I can't access my quizzes. It always says 404 error. However, other than that, the app works just fine."
20 March 2021,Ashley Cole, Bugs but better nothing
18 March 2021,Kandice Thompson," Its a good app, has its moments."
17 March 2021,Zachary Plencner, You should consider adding dark mode.
16 March 2021,Zack, Ok but please add a dark mode
16 March 2021,Equius Zahhak, Good but the wedget for the to tos wokt load up
15 March 2021,Marcus Holden, It's a great app.
14 March 2021,Nik Rimes, Some of the text is cut off at the end of paragraphs in various chapters.
13 March 2021,Olubunmi Abosede, This app has really being helpful
10 March 2021,Thibo VdB, Good but please add dark mode :)
10 March 2021,Whitney Simmons," *update* I can't see my group in the ""people"" tab. It only shows a list of the students in the class. If i want to access my group messages/announcements, i have to access it over the computer. But I'm very pleased that this app doesn't erase my classes anymore. Thanks! Thanks."
9 March 2021,Jorge Luna, its really good almost as useful when you log in through the internet. I would give it 5 stars but it has crashed on me when i had an assignment due within the last 5 mins if the due date (i know i lagged it on my part)
9 March 2021,Jose Lopez, Cool
9 March 2021,Davonlo, Perfect for when I am not at home with my computer and I have work to do. Some of the features require extra work to manage but other than that the app suits my needs.
7 March 2021,Molly Der Spaß ein," It doesn't save what you scanned as a pdf on your phone, you have to email the pdf from the app then save it. It's annoying and pointless to not have the option."
7 March 2021,mohamed nagy, Everything is very good except the lecture as I could attend it on canvas app
7 March 2021,• Ash Is Unique •, I sort of like this. One problem. Should add a feature where it tells students when stuff is due.
7 March 2021,Niles Black," Honestly a lot better than expected. Educationsoftware is still held to a lower standard than it should be for no particular reason, but this is above that standard. Variety of file support is frankly surprising, and this app is often more capable than the web version."
4 March 2021,Gabrielle Araya," It's good for the most part but when I try to 'Launch External Tool' under the assignment it stated that 'All apps associated with this action have been turned off, blocked or are not installed.' This was never the case before.. I can't get a notification when my assignments are due or when I have aFull ReviewIt's good for the most part but when I try to 'Launch External Tool' under the assignment it stated that 'All apps associated with this action have been turned off, blocked or are not installed.' This was never the case before.. I can't get a notification when my assignments are due or when I have a zoom class discussion. Besides that it's very helpful in the sense of checking my grades and modules for the week."
3 March 2021,Kathy Rennert, Kind of tricky. But good
3 March 2021,Gabby N., Usually works very well. Suddenly I can't watch lecture videos from the phone app.
1 March 2021,Amy Spilove," If this app can help launch external tools like docs and their quiz, then i would rate 5 stars"
